"UPC","ISBN","EAN","FullTitle","PriceUSD","PriceCAD","PriceUK","NETPrice","NETPriced","SeriesName","SeriesNumber","SubTitle","CoverDescription","PrimaryFormatType","SecondaryFormatTypes","ProductCategory","TextNumber","VolumeTag","Description","InitialOrderDate","FOCDate","OnSaleDate","OriginalCatalogDate","PublisherName","ImprintName","Storyline","SeriesFrequency","MaxIssue","VariantNumber","VariantRatio","SeriesCode","SeriesType","ParentSeriesCode","SeriesFamily","PageCount","PrimaryContentType","IssueSort","BISAC1","BISAC1Description","BISAC2","BISAC2Description","BISAC3","BISAC3Description","Language","AgeRange","MediaRating","Adult","VariantMechanic","AlternateUPC","OrderRequirementCodes","OrderExceptionCodes","ExceedPercentage","EligibleCodes","PublisherCode","ContentItems","Reprint","Printing","WriterISNI","Writer","ArtistISNI","Artist","CoverArtistISNI","CoverArtist","ColoristISNI","Colorist","InkerISNI","Inker","EditorISNI","Editor","LettererISNI","Letterer","Contributor","CartonQuantity","UnitMeasurements","Unit Width","Unit Height","Unit Depth","Unit Weight","Case Weight","Case Length","Case Width","Case Height","StockCode","MonthCode","AlternateCode","OfferedAgain","Resolicited","FOCItem","DemandCheck","InitialOrderIncrement","ReOrderIncrement","BundleQuantity","BundleUPCs","SalesRestrictions","OrderFormNotes","CatalogPage","CatalogMonth","DiscountCode","ReorderDiscountCode","Returnable","ReturnWindow","ReturnType","ReturnQualifier","ReturnPercent","ImageUrl","ImageUpdateDate","SalesStatusCode","DistributorPublisherCode"
"73238818204600141","","","Valiant Beyond: All-New Harbinger #1 Variant D (Ponce Design Variant)","4.99","6.99","","","N","Valiant Beyond: All New Harbinger","1","","","CB","","Comics","","","MEET THE ALL NEW HARBINGER!Designed as the ULTIMATE jumping-on point, the Valiant Beyond line of comics are ABSOLUTE must-reads that will ENERGIZE your love for superheroes!After the devastating fallout of the Harbinger Wars, humans and psiots are able to live together without conflict... but that doesn’t mean that things are safe! Enter: Harbinger, a super team composed of uniquely powerful psiots including Archer, Flamingo, Alloy, and Crane, dedicated to protecting their city at any cost!When the terrorist Black Sheep takes a building hostage, it’s up to Harbinger to step up and stop her. But are they up to the test after having recently lost one of their own? It’s a trial by fire for Archer and the newest member of Harbinger in the first chapter of this can’t-miss 3 issue story arc!A new era for Harbinger begins from fan-favorite writer and Valiant mainstay Fred Van Lente (RESURGENCE OF THE VALIANT UNIVERSE, Incredible Hercules) and artist Erik Tamayo (Star Trek)!","","2025-08-04","2025-09-10","2025-07-01","IDW Publishing","Alien Books","","Irregular","","3","","VBH","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","CGN017000","Comics & Graphic Novels - Supervillains","CGN018000","Comics & Graphic Novels - Action & Adventure","eng","","Mature","","Open Order","","","","","","","","","","0000000078255872","Fred Van Lente","","Erik Tamayo","","Andres Ponce","","","","","","","","","","220","IMPERIAL","6.6250","10.0625","","0.2500","","","","","73238818204600141","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","Y","2025-11-01:2025-11-30","Affidavit","Open Return","","https://images.penguinrandomhouse.com/cover/d/73238818204600141","2025-05-01","IP","EV"
"75960609060000416","","","MARVEL KNIGHTS: THE WORLD TO COME #4 FRANCESCO MOBILI VARIANT","4.99","6.25","","","N","Marvel Knights: The World To Come","4","","","CB","","Comics","","","The full scope of this vision comes into focus as the whole of the Marvel Universe faces THE WORLD TO COME. Do not underestimate Ketema. The world is all tied up in a knot and the only solution may be blowing the whole damned thing up.","","2025-08-18","2025-09-17","2025-07-01","Marvel","Marvel Universe","","Irregular","","13","1:25","28G","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Ratio Variant","","","","","","","","","",";0000000116689728","Christopher Priest;Joe Quesada","0000000116689728","Joe Quesada","","Francesco Mobili","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960609060000416","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960620483003821","","","MILES MORALES: SPIDER-MAN #38 TBD ARTIST WHITE CAT VARIANT","3.99","5.00","","","N","MILES MORALES: SPIDER-MAN","38","","","CB","","Comics","","","A BLACK CAT IN BROOKLYN! To catch a couple of super-thieves, SPIDER-MAN will need a thief. The BLACK CAT, the best in the business, is here to lend a helping paw…but can Miles trust her?!","","2025-08-18","2025-09-17","2025-07-01","Marvel","Marvel Universe","","","","1","","FII","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Open Order","","","","","","","","","","","Cody Ziglar","","Luigi Zagaria","","TBA","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620483003821","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960620516500216","","","VENOM: BLACK, WHITE & BLOOD #2 CARLOS GOMEZ VARIANT","5.99","7.50","","","N","VENOM: BLACK, WHITE & BLOOD","2","","","CB","","Comics","","","BRUTAL BATTLES WITH SPIDER-MAN &amp; MORE! The legendary Erik Larsen reveals an untold skirmish between SPIDER-MAN and VENOM in the early days of their rivalry! Karla Pacheco teams up with Pere Pérez to dive back into Brock's days as a SECRET AGENT in ""VENOM VICE""! Tom Waltz and Brian Level tackle FLASH THOMPSON's days as AGENT VENOM as the incendiary JACK O'LANTERN attacks! A collection of VENOM stories from across the history of the symbiote, all rendered in Venom's own black and white (and red)! RATED PARENTAL ADVISORY.","","2025-08-25","2025-09-24","2025-07-01","Marvel","Marvel Universe","","Irregular","","13","1:25","324","Limited Series","","","40","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Ratio Variant","","","","","","","","","","0000000072489133;","Erik Larsen;Karla Pacheco","0000000072489133;","Erik Larsen;Pere Perez","","Carlos Gomez","","","","","","","","","","180","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620516500216","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960620663602917","","","INCREDIBLE HULK #29 SKAN VARIANT","3.99","5.00","","","N","INCREDIBLE HULK","29","","","CB","","Comics","","","THE MOTHER OF HORRORS STIRS… Lured into a trap by his enemies, Hulk is guided through a mysterious subterranean graveyard by none other than Betty Ross…but something about Betty is not as it seems. Win or lose, Hulk's only road now leads through the prison of the Mother of Horrors! A CLASSIC Hulk nemesis returns in this issue, and the ORIGIN OF THE MOTHER OF HORRORS is revealed, leading directly into the explosive landmark issue of INCREDIBLE HULK #30!","","2025-08-18","2025-09-17","2025-07-01","Marvel","Marvel Universe","","","","14","1:25","IH3","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Ratio Variant","","","","","","","","","","0000000474742963","Phillip Kennedy Johnson","","Adam Gorham","","Skan","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620663602917","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960620663602917","2025-06-17","IP","H6"
"75960620663602921","","","INCREDIBLE HULK #29 CHRIS CAMPANA 250TH HOMAGE VARIANT","3.99","5.00","","","N","INCREDIBLE HULK","29","","","CB","","Comics","","","THE MOTHER OF HORRORS STIRS… Lured into a trap by his enemies, Hulk is guided through a mysterious subterranean graveyard by none other than Betty Ross…but something about Betty is not as it seems. Win or lose, Hulk's only road now leads through the prison of the Mother of Horrors! A CLASSIC Hulk nemesis returns in this issue, and the ORIGIN OF THE MOTHER OF HORRORS is revealed, leading directly into the explosive landmark issue of INCREDIBLE HULK #30!","","2025-08-18","2025-09-17","2025-07-01","Marvel","Marvel Universe","","","","1","","IH3","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","","0000000474742963","Phillip Kennedy Johnson","","Adam Gorham","","Chris Campana","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620663602921","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960620663602921","2025-06-17","IP","H6"
"75960620796102121","","","ULTIMATE SPIDER-MAN #21 FRANCESCO MANNA VARIANT","4.99","6.25","","","N","ULTIMATE SPIDER-MAN","21","","","CB","","Comics","","","THE FINAL MEETING OF THE SINISTER SIX? Blood boils over as these warring villains gather to destroy each other once and for all…or will they reunite against their common enemy, Spider-Man?","","2025-08-25","2025-09-24","2025-07-01","Marvel","Ultimate Universe","","","","1","","F7N","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Open Order","","","","","","","","","","0000000051229885","Jonathan Hickman","0000000073575076","David Messina","","Francesco Manna","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620796102121","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960620830201621","","","ULTIMATES #16 INHYUK LEE ULTIMATE SPECIAL VARIANT","4.99","6.25","","","N","ULTIMATES","16","","","CB","","Comics","","","FROM THE SKIES TO THE STREETS - THE NEW ULTIMATES! The Maker is only three months away and time is running out. But the Ultimates network is bigger than ever now that they're inspiring more and more people to join their cause! A can't-miss street-level adventure from the Ultimates' new recruits!","","2025-08-18","2025-09-17","2025-07-01","Marvel","Ultimate Universe","","","","1","","0NJ","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","","","Deniz Camp","","Juan Frigeri","","Inhyuk Lee","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620830201621","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960620841801321","","","WOLVERINE #13 MARK BROOKS VARIANT","4.99","6.25","","","N","WOLVERINE","13","","","CB","","Comics","","","DON LOGAN GETS AN OFFER HE CAN'T REFUSE! WOLVERINE - the head of an organized crime family?! Not a hoax, not an imaginary tale - LOGAN takes the mantle, but who's after his head? RATED PARENTAL ADVISORY.","","2025-08-04","2025-09-03","2025-07-01","Marvel","Marvel Universe","","","","1","","WAH","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","","000000036652159X","Saladin Ahmed","0000000381938879","Martin Coccolo","","Mark Brooks","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620841801321","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960620841801321","2025-05-30","IP","H6"
"75960620917002111","","","UNCANNY X-MEN #21","4.99","6.25","","","N","UNCANNY X-MEN","21","","","CB","","Comics","","","The Wolverine/Ransom two-fisted team-up takes a definite weird turn, as our baddest heroes chase a classic X-villain to, of all places, a COMIC BOOK CONVENTION in beautiful Argentina! How do they find and eliminate their target in a sea of masked cosplayers? And what if some of the cosplayers are the ACTUAL villains they are portraying? It's CARNE and CARNAGE for the two toughest fighters on the squad!","","2025-08-18","2025-09-17","2025-07-01","Marvel","Marvel Universe","","","","0","","UNG","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Primary Title","","","","","","","","","","000000007250169X","Gail Simone","","Luciano Vecchio","","David Marquez","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620917002111","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960620917002111","2025-05-30","IP","H6"
"75960620920002231","","","X-MEN #22 ALEX ROSS TIMELESS VIRGIN VARIANT","4.99","6.25","","","N","X-MEN","22","","","CB","","Comics","","","THE LEAD-IN TO NEXT MONTH'S GAME-CHANGING EVENT! With Z*E*R*O on his heels, Doug Ramsey, A.K.A. REVELATION, arrives in Alaska for the X-Men's help! Beset on all sides, the X-Men could use a powerful new ally - but Revelation is not just an old friend, he's the Heir of Apocalypse! And what new age could such an alliance usher in...?","","2025-08-25","2025-09-24","2025-07-01","Marvel","Marvel Universe","","","","2","","14X","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","","","Jed MacKay","","C.F. Villa","0000000110708780","Alex Ross","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620920002231","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960620920002231","2025-05-30","IP","H6"
"75960620920002251","","","X-MEN #22 JOSHUA SWABY PSYLOCKE VARIANT","4.99","6.25","","","N","X-MEN","22","","","CB","","Comics","","","THE LEAD-IN TO NEXT MONTH'S GAME-CHANGING EVENT! With Z*E*R*O on his heels, Doug Ramsey, A.K.A. REVELATION, arrives in Alaska for the X-Men's help! Beset on all sides, the X-Men could use a powerful new ally - but Revelation is not just an old friend, he's the Heir of Apocalypse! And what new age could such an alliance usher in...?","","2025-08-25","2025-09-24","2025-07-01","Marvel","Marvel Universe","","","","4","","14X","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","","","Jed MacKay","","C.F. Villa","","Joshua ""Sway"" Swaby","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620920002251","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960620921701317","","","EXCEPTIONAL X-MEN #13 PACO MEDINA VARIANT","3.99","5.00","","","N","EXCEPTIONAL X-MEN","13","","","CB","","Comics","","","KITTY PRYDE, LOST IN TIME! Kitty has been sucked through a hole in the space-time continuum and into the days of her very origins as an X-Man. Can the team get her back, or will they have to make their way without their fearless leader from now on?","","2025-08-11","2025-09-10","2025-07-01","Marvel","Marvel Universe","","","","14","1:25","XC3","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Ratio Variant","","","","","","","","","","","Eve L. Ewing","","Federica Mancin","000000011689975X","Paco Medina","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960620921701317","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621005300831","","","STAR WARS: LEGACY OF VADER #8 STEPHANIE HANS VARIANT","3.99","5.00","","","N","STAR WARS: THE LEGACY OF VADER","8","","","CB","","Comics","","","THE KNIGHTS OF REN RETURN WITH A NEW LEADER - TAVA REN! In order to control the Knights of Ren, TAVA must KILL KYLO REN! Learn the dark secrets of this mysterious group of villains! What subterfuge will this new warrior use to get what she wants?","","2025-08-04","2025-09-03","2025-07-01","Marvel","Licensed Publishing","","","","2","","03B","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Open Order","","","","","","","","","","0000000071675751","Charles Soule","0000000001431735","Stefano Raffaele","","Stephanie Hans","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621005300831","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621005300831","2025-05-30","IP","H6"
"75960621032901016","","","LAURA KINNEY: WOLVERINE #10 ALEX ROSS TIMELESS VIRGIN SKETCH VARIANT","3.99","5.00","","","N","LAURA KINNEY: WOLVERINE","10","","","CB","","Comics","","","DEATH STALKS THE KINNEY SISTERS! GABBY KINNEY has a sickness even her healing factor can't cope with. WOLVERINE searches the catacombs of Paris for the cure, but will XARUS seal Gabby's fate? Guest-starring: CLEA STRANGE!","","2025-08-04","2025-09-03","2025-07-01","Marvel","Marvel Universe","","","","13","1:100","0UF","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Ratio Variant","","","","","","","","","","","Erica Schultz","","Giada Belviso","0000000110708780","Alex Ross","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621032901016","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621032901021","","","LAURA KINNEY: WOLVERINE #10 FORESHADOW LOGO VARIANT","3.99","5.00","","","N","LAURA KINNEY: WOLVERINE","10","","","CB","","Comics","","","DEATH STALKS THE KINNEY SISTERS! GABBY KINNEY has a sickness even her healing factor can't cope with. WOLVERINE searches the catacombs of Paris for the cure, but will XARUS seal Gabby's fate? Guest-starring: CLEA STRANGE!","","2025-08-04","2025-09-03","2025-07-01","Marvel","Marvel Universe","","","","1","","0UF","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","","","Erica Schultz","","Giada Belviso","","","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621032901021","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621047301011","","","ALL-NEW VENOM #10","4.99","6.25","","","N","ALL-NEW VENOM","10","","","CB","","Comics","","","VENOM VS. MARY JANE WATSON! After the events of last issue, MJ's life is upside down… and there's one symbiote to blame! It's the argument of the century as the world's strangest roommates air all their dirty laundry…but when the last word is said, will any relationship be left standing?","","2025-08-04","2025-09-03","2025-07-01","Marvel","Marvel Universe","","","","0","","0UA","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Primary Title","","","","","","","","","","","Al Ewing","","Carlos Gomez","0000000120225782","Adam Kubert","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621047301011","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621047301011","2025-05-30","IP","H6"
"75960621050300911","","","ULTIMATE WOLVERINE #9","4.99","6.25","","","N","ULTIMATE WOLVERINE","9","","","CB","","Comics","","","RAID ON THE SENTINEL FACTORY!- With Wolverine reunited with the Opposition, it&rsquo;s time to hit back at Colossus, Magik and Omega Red&mdash;and hit HARD!- But the Opposition isn&rsquo;t prepared for the horrors that await them when they attack a factory secretly producing powerful android soldiers&hellip;","","2025-08-11","2025-09-10","2025-07-01","Marvel","Ultimate Universe","","","","0","","03D","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Primary Title","","","","","","","","","","","Christopher Condon","","Alessandro Cappuccio","","Alessandro Cappuccio","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621050300911","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621050300911","2025-05-30","IP","H6"
"75960621051000111","","","SPIDER-MAN '94 #1","4.99","6.25","","","N","SPIDER-MAN '94","1","","","CB","","Comics","","","THE HIT '90s ANIMATED SERIES RETURNS! After searching to the ends of the Multiverse, PETER PARKER - the AMAZING, the SPECTACULAR, the RADIOACTIVE Web-Head himself - A.K.A. SPIDER-MAN, swings back into the streets of New York City with his beloved Mary Jane WATSON in tow! But what's this? One of these villains is not like the others: Witness this universe's debut of not one, but TWO of Spider-Man's greatest villains from the comics! Legendary Spider-Scribe J.M. DeMATTEIS and rising star artist JIM TOWE bring you the return you've all been waiting thirty years for! And you're never going to expect the twists and turns ahead for your friendly neighborhood Spider-Man! Break out your action figures, and post up in front of the TV as we bring you back to the greatest era of animated super-hero television in history!","","2025-08-04","2025-09-03","2025-07-01","Marvel","Marvel Universe","","Irregular","","0","","35R","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Primary Title","","","","","","","","","","0000000119186886","J.M. DeMatteis","","Jim Towe","","Nick Bradshaw","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621051000111","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621051000111","2025-05-30","IP","H6"
"75960621051000117","","","SPIDER-MAN '94 #1 NICK BRADSHAW VIRGIN VARIANT","4.99","6.25","","","N","","1","","","CB","","Comics","","","THE HIT '90s ANIMATED SERIES RETURNS! After searching to the ends of the Multiverse, PETER PARKER - the AMAZING, the SPECTACULAR, the RADIOACTIVE Web-Head himself - A.K.A. SPIDER-MAN, swings back into the streets of New York City with his beloved Mary Jane WATSON in tow! But what's this? One of these villains is not like the others: Witness this universe's debut of not one, but TWO of Spider-Man's greatest villains from the comics! Legendary Spider-Scribe J.M. DeMATTEIS and rising star artist JIM TOWE bring you the return you've all been waiting thirty years for! And you're never going to expect the twists and turns ahead for your friendly neighborhood Spider-Man! Break out your action figures, and post up in front of the TV as we bring you back to the greatest era of animated super-hero television in history!","","2025-08-04","2025-09-03","2025-07-01","Marvel","Marvel Universe","","Irregular","","14","1:100","","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Ratio Variant","","","","","","","","","","0000000119186886","J.M. DeMatteis","","Jim Towe","","Nick Bradshaw","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621051000117","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621054100911","","","DEADPOOL/WOLVERINE #9","3.99","5.00","","","N","DEADPOOL/WOLVERINE","9","","","CB","","Comics","","","THE HORSEMEN OF APOCALYPSE! The shocking reveal of the summer pays off as WOLVERINE and DEADPOOL serve as HORSEMEN of the mutant APOCALYPSE! If you missed this revelation, time to catch up here with issue #9! RATED PARENTAL ADVISORY.","","2025-08-18","2025-09-17","2025-07-01","Marvel","Marvel Universe","","","","0","","0YH","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Primary Title","","","","","","","","","","0000000059600300","Benjamin Percy","","Robert Gill","","Joshua Cassara","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621054100911","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621054100911","2025-05-30","IP","H6"
"75960621105000111","","","STAR WARS: HAN SOLO - HUNT FOR THE FALCON #1","4.99","6.25","","","N","STAR WARS: HAN SOLO - HUNT FOR THE FALCON","1","","","CB","","Comics","","","IN THE TIME BEFORE THE FORCE AWAKENS, WHERE IS THE MILLENNIUM FALCON?! Less than satisfied with a settled life, HAN SOLO lands on the idea of reclaiming the Falcon and returning to a life of adventure. The problem is, he can't find it. After enlisting a less than enthusiastic CHEWBACCA, the duo embarks upon a quest to reclaim the greatest ship in the galaxy. Standing in their way are a laundry list of rogues who have staked a claim to the Millennium Falcon as well, like the villainous scoundrel who stole the Falcon, DUCAIN.","","2025-08-04","2025-09-03","2025-07-01","Marvel","Licensed Publishing","","Irregular","","0","","35U","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Primary Title","","","","","","","","","","","Rodney Barnes","","Ramon Rosanas","","Ramon Rosanas","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621105000111","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621105000111","2025-05-30","IP","H6"
"75960621122700331","","","FANTASTIC FOUR #3 TRAN NGUYEN VARIANT","3.99","5.00","","","N","Fantastic Four","1","","","CB","","Comics","","","ONE WORLD UNDER DOOM! Doom's secret - and how he's been able to win so much, so often - has been revealed. But how do you best the no-win scenario? The Fantastic Four have an idea - but it'll take them to the frozen depths of Antarctica, deep into Doom's secret lair, where they'll face their greatest challenge yet. It's Doom vs. the Fantastic Four in a way you've never seen before...and to the winner goes the freedom of an entire planet!","","2025-08-18","2025-09-17","2025-07-01","Marvel","Marvel Universe","","","","2","","28B","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Open Order","","","","","","","","","","0000000065555163","Ryan North","","Humberto Ramos","","Tran Nguyen","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621122700331","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621125845016","","","DOCTOR STRANGE #450 MARK BUCKINGHAM VARIANT","4.99","6.25","","","N","","50","","","CB","","Comics","","","As turmoil seizes Asgard, Doctor Strange's life is about to change forever. But as he stands on the threshold of a true journey into mystery, it turns out the past isn't quite done with him yet&hellip; Fan-favorite creators including Derek Landy, Christian Ward, Ashley Allen, and Ivan Fiorelli reveal untold tales of Stephen Strange's past while current scribe Derek Landy reveals a glimpse of the future to come - as Marvel celebrates 450 issues of DOCTOR STRANGE!","","2025-08-04","2025-09-03","2025-07-01","Marvel","Marvel Universe","","Once","","13","1:25","","One-Shot","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Ratio Variant","","","","","","","","","",";","Derek Landy;Christian Ward",";","Christian Ward;Ivan Fiorelli","0000000083667636","Mark Buckingham","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621125845016","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621142500411","","","RUNAWAYS #4 [DOOM]","3.99","5.00","","","N","Runaways","4","","","CB","","Comics","","","THE MOST MAGICAL MINORU YET? •Have Gert's training lessons with a self-doubting Nico finally paid off? Is her power reclaimed? Will Karolina and her unlikely allies be able to find Nico and the rest of the Runaways before a much larger threat does? And has Doombot finally embraced the Will of Doom and turned on his family?!","","2025-08-11","2025-09-10","2025-07-01","Marvel","Marvel Universe","","Irregular","","0","","28K","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Primary Title","","","","","","","","","","000000009353786X","Rainbow Rowell","0000000068041993","Elena Casagrande","","Stephanie Hans","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621142500411","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621142500411","2025-05-30","IP","H6"
